Order;Blocks;Band;Edge;Mid;Subject;Musicians;MSI_Perception;MSI_Training;dPrime;Hitrate;FA;Hit_Edge;Hit_NonEdge
1;1;1;1;0;1;false;31;55;3.2897;0.9;0.1;1;NaN
1;1;1;1;0;2;false;13;52;0.8416;0.5;0.2;0.5;NaN
1;1;1;1;0;3;false;7;51;3.2897;0.9;0.1;1;NaN
1;1;1;1;0;4;false;25;41;2.1693;0.7;0.1;0.7;NaN
1;1;1;1;0;5;false;30;58;3.2897;0.9;0.1;1;NaN
1;1;1;1;0;6;false;10;39;3.2897;0.9;0.1;1;NaN
1;1;1;1;0;7;false;32;57;3.2897;0.9;0.1;1;NaN
1;1;1;1;0;8;false;34;47;2.9264;0.9;0.1;0.9;NaN
1;1;1;1;0;9;false;32;54;2.9264;0.9;0.1;0.9;NaN
1;1;1;1;0;10;false;16;48;1.6449;0.5;0.1;0.5;NaN
1;1;1;1;0;11;false;37;59;3.2897;0.9;0.1;1;NaN
1;1;1;1;0;12;false;37;62;3.2897;0.9;0.1;1;NaN
1;1;1;1;0;13;false;42;61;3.2897;0.9;0.1;1;NaN
1;1;1;1;0;14;false;44;55;3.2897;0.9;0.1;1;NaN
1;1;1;1;0;15;false;31;61;3.2897;0.9;0.1;1;NaN
1;1;1;1;0;16;false;13;46;3.2897;0.9;0.1;1;NaN
1;1;1;1;0;17;false;22;45;1.6832;0.8;0.2;0.8;NaN
1;1;1;1;0;18;false;13;39;3.2897;0.9;0.1;1;NaN
1;1;1;1;0;19;false;27;47;3.2897;0.9;0.1;1;NaN
1;1;1;1;0;20;false;8;54;3.2897;0.9;0.1;1;NaN
1;1;1;1;0;21;false;11;40;1.8982;0.6;0.1;0.6;NaN
1;1;1;1;0;22;false;8;34;2.1232;0.9;0.2;1;NaN
1;1;1;1;0;23;false;9;35;2.4865;0.9;0.1;1;NaN
1;1;1;1;0;24;false;32;53;3.2897;0.9;0.1;1;NaN
1;1;1;1;0;25;false;24;47;3.2897;0.9;0.1;0.9;NaN
1;1;1;1;0;26;false;11;45;2.9264;0.9;0.1;1;NaN
1;1;1;1;0;27;false;12;43;2.9264;0.9;0.1;1;NaN
1;1;1;1;0;28;false;27;41;2.9264;0.7;0.1;0.7;NaN
1;1;1;1;0;29;false;7;33;2.1693;0.9;0.1;1;NaN
1;1;1;1;0;30;false;8;37;3.2897;0.9;0.1;1;NaN
1;1;2;0;0;1;false;31;55;1.806;0.9;0.1;0.9;NaN
1;1;2;0;0;2;false;13;52;1.095;0.9;0.4;1;NaN
1;1;2;0;0;3;false;7;51;2.4865;0.9;0.1;1;NaN
1;1;2;0;0;4;false;25;41;3.2897;0.9;0.1;0.9;NaN
1;1;2;0;0;5;false;30;58;3.2897;0.9;0.1;1;NaN
1;1;2;0;0;6;false;10;39;2.4865;0.9;0.1;1;NaN
1;1;2;0;0;7;false;32;57;2.9264;0.9;0.1;1;NaN
1;1;2;0;0;8;false;34;47;3.2897;0.9;0.1;1;NaN
1;1;2;0;0;9;false;32;54;3.2897;0.9;0.1;1;NaN
1;1;2;0;0;10;false;16;48;2.4865;0.7;0.1;0.7;NaN
1;1;2;0;0;11;false;37;59;1.806;0.9;0.2;1;NaN
1;1;2;0;0;12;false;37;62;3.2897;0.9;0.1;1;NaN
1;1;2;0;0;13;false;42;61;3.2897;0.9;0.1;1;NaN
1;1;2;0;0;14;false;44;55;2.9264;0.9;0.1;1;NaN
1;1;2;0;0;15;false;31;61;2.4865;0.9;0.1;1;NaN
1;1;2;0;0;16;false;13;46;3.2897;0.9;0.1;1;NaN
1;1;2;0;0;17;false;22;45;1.3915;0.9;0.4;0.9;NaN
1;1;2;0;0;18;false;13;39;2.9264;0.9;0.1;1;NaN
1;1;2;0;0;19;false;27;47;3.2897;0.9;0.1;1;NaN
1;1;2;0;0;20;false;8;54;2.9264;0.9;0.1;1;NaN
1;1;2;0;0;21;false;11;40;2.9264;0.9;0.1;1;NaN
1;1;2;0;0;22;false;8;34;1.8982;0.9;0.1;1;NaN
1;1;2;0;0;23;false;9;35;2.4865;0.9;0.1;1;NaN
1;1;2;0;0;24;false;32;53;2.1693;0.9;0.1;1;NaN
1;1;2;0;0;25;false;24;47;3.2897;0.9;0.2;1;NaN
1;1;2;0;0;26;false;11;45;2.9264;0.8;0.2;0.8;NaN
1;1;2;0;0;27;false;12;43;2.4865;0.9;0.1;1;NaN
1;1;2;0;0;28;false;27;41;2.9264;0.9;0.1;1;NaN
1;1;2;0;0;29;false;7;33;2.5631;0.9;0.3;1;NaN
1;1;2;0;0;30;false;8;37;2.4865;0.9;0.1;1;NaN
1;1;3;0;0;1;false;31;55;2.1232;0.95;0.1;0.95;NaN
1;1;3;0;0;2;false;13;52;0.8416;0.65;0.6;0.65;NaN
1;1;3;0;0;3;false;7;51;2.1232;0.95;0.1;0.95;NaN
1;1;3;0;0;4;false;25;41;2.9264;0.55;0.1;0.55;NaN
1;1;3;0;0;5;false;30;58;2.9264;0.95;0.75;1;NaN
1;1;3;0;0;6;false;10;39;2.9264;0.6;0.1;0.6;NaN
1;1;3;0;0;7;false;32;57;3.2897;0.95;0.05;0.95;NaN
1;1;3;0;0;8;false;34;47;2.9264;0.9;0.05;0.9;NaN
1;1;3;0;0;9;false;32;54;3.2897;0.95;0.05;1;NaN
1;1;3;0;0;10;false;16;48;1.1205;0.7;0.3;0.7;NaN
1;1;3;0;0;11;false;37;59;2.4865;0.65;0.15;0.65;NaN
1;1;3;0;0;12;false;37;62;2.9264;0.55;0.05;0.55;NaN
1;1;3;0;0;13;false;42;61;3.2897;0.65;0.05;0.65;NaN
1;1;3;0;0;14;false;44;55;3.2897;0.8;0.05;0.8;NaN
1;1;3;0;0;15;false;31;61;2.1232;0.95;0.05;1;NaN
1;1;3;0;0;16;false;13;46;2.9264;0.75;0.05;0.75;NaN
1;1;3;0;0;17;false;22;45;1.6832;0.75;0.7;0.75;NaN
1;1;3;0;0;18;false;13;39;1.6449;0.75;0.05;0.75;NaN
1;1;3;0;0;19;false;27;47;3.2897;0.95;0.15;0.95;NaN
1;1;3;0;0;20;false;8;54;2.9264;0.5;0.05;0.5;NaN
1;1;3;0;0;21;false;11;40;2.4865;0.65;0.05;0.65;NaN
1;1;3;0;0;22;false;8;34;2.9264;0.35;0.1;0.35;NaN
1;1;3;0;0;23;false;9;35;2.4865;0.75;0.05;0.75;NaN
1;1;3;0;0;24;false;32;53;2.9264;0.95;0.05;0.95;NaN
1;1;3;0;0;25;false;24;47;2.1693;0.6;0.1;0.6;NaN
1;1;3;0;0;26;false;11;45;2.1232;0.6;0.3;0.6;NaN
1;1;3;0;0;27;false;12;43;0.5067;0.95;0.05;0.95;NaN
1;1;3;0;0;28;false;27;41;2.9264;0.5;0.4;0.5;NaN
1;1;3;0;0;29;false;7;33;1.6832;0.85;0.05;0.85;NaN
1;1;3;0;0;30;false;8;37;2.1693;0.6;0.1;0.6;NaN
1;1;4;1;1;1;true;31;55;2.9264;0.85;0.1;0.85;NaN
1;1;4;1;1;2;true;13;52;1.8982;0.9;0.4;0.9;NaN
1;1;4;1;1;3;true;7;51;3.2897;0.85;0.2;0.85;NaN
1;1;4;1;1;4;true;25;41;3.2897;0.85;0.05;0.85;NaN
1;1;4;1;1;5;true;30;58;3.2897;0.95;0.2;1;NaN
1;1;4;1;1;6;true;10;39;3.2897;0.95;0.05;1;NaN
1;1;4;1;1;7;true;32;57;3.2897;0.9;0.05;0.9;NaN
1;1;4;1;1;8;true;34;47;3.2897;0.9;0.05;0.9;NaN
1;1;4;1;1;9;true;32;54;3.2897;0.95;0.05;1;NaN
1;1;4;1;1;10;true;16;48;3.2897;0.35;0.05;0.35;NaN
1;1;4;1;1;11;true;37;59;2.9264;0.95;0.4;1;NaN
1;1;4;1;1;12;true;37;62;3.2897;0.75;0.05;0.75;NaN
1;1;4;1;1;13;true;42;61;3.2897;0.75;0.05;0.75;NaN
1;1;4;1;1;14;true;44;55;3.2897;0.95;0.05;0.95;NaN
1;1;4;1;1;15;true;31;61;2.9264;0.95;0.05;1;NaN
1;1;4;1;1;16;true;13;46;3.2897;0.8;0.05;0.8;NaN
1;1;4;1;1;17;true;22;45;1.5349;0.95;0.55;1;NaN
1;1;4;1;1;18;true;13;39;3.2897;0.85;0.15;0.85;NaN
1;1;4;1;1;19;true;27;47;3.2897;0.7;0.05;0.7;NaN
1;1;4;1;1;20;true;8;54;3.2897;0.85;0.1;0.85;NaN
1;1;4;1;1;21;true;11;40;3.2897;0.65;0.1;0.65;NaN
1;1;4;1;1;22;true;8;34;2.1693;0.6;0.1;0.6;NaN
1;1;4;1;1;23;true;9;35;3.2897;0.9;0.05;0.9;NaN
1;1;4;1;1;24;true;32;53;3.2897;0.9;0.05;0.9;NaN
1;1;4;1;1;25;true;24;47;3.2897;0.65;0.25;0.65;NaN
1;1;4;1;1;26;true;11;45;3.2897;0.6;0.15;0.6;NaN
1;1;4;1;1;27;true;12;43;2.1693;0.95;0.05;1;NaN
1;1;4;1;1;28;true;27;41;3.2897;0.45;0.15;0.45;NaN
1;1;4;1;1;29;true;7;33;3.2897;0.95;0.05;0.95;NaN
1;1;4;1;1;30;true;8;37;1.8982;0.9;0.4;0.9;NaN
1;2;1;1;1;1;true;31;55;2.9264;0.9;0.3;1;0.888888888888889
1;2;1;1;1;2;true;13;52;1.8982;0.8;0.4;0.333333333333333;1
1;2;1;1;1;3;true;7;51;3.2897;0.9;0.2;1;1
1;2;1;1;1;4;true;25;41;2.9264;0.9;0.1;1;1
1;2;1;1;1;5;true;30;58;3.2897;0.9;0.1;1;1
1;2;1;1;1;6;true;10;39;2.9264;0.9;0.2;1;1
1;2;1;1;1;7;true;32;57;3.2897;0.9;0.1;0.5;1
1;2;1;1;1;8;true;34;47;3.2897;0.9;0.1;1;1
1;2;1;1;1;9;true;32;54;3.2897;0.9;0.1;1;1
1;2;1;1;1;10;true;16;48;1.806;0.9;0.2;1;1
1;2;1;1;1;11;true;37;59;2.4865;0.9;0.3;1;0.888888888888889
1;2;1;1;1;12;true;37;62;3.2897;0.9;0.1;1;1
1;2;1;1;1;13;true;42;61;3.2897;0.9;0.1;1;1
1;2;1;1;1;14;true;44;55;3.2897;0.9;0.1;1;1
1;2;1;1;1;15;true;31;61;3.2897;0.9;0.2;1;1
1;2;1;1;1;16;true;13;46;3.2897;0.9;0.1;1;1
1;2;1;1;1;17;true;22;45;1.5349;0.9;0.6;1;1
1;2;1;1;1;18;true;13;39;3.2897;0.9;0.1;1;1
1;2;1;1;1;19;true;27;47;3.2897;0.9;0.1;1;1
1;2;1;1;1;20;true;8;54;2.9264;0.9;0.1;1;1
1;2;1;1;1;21;true;11;40;3.2897;0.9;0.1;1;1
1;2;1;1;1;22;true;8;34;2.9264;0.9;0.2;1;1
1;2;1;1;1;23;true;9;35;3.2897;0.9;0.3;1;1
1;2;1;1;1;24;true;32;53;3.2897;0.9;0.1;1;1
1;2;1;1;1;25;true;24;47;3.2897;0.9;0.1;1;1
1;2;1;1;1;26;true;11;45;2.4865;0.9;0.2;1;1
1;2;1;1;1;27;true;12;43;1.6832;0.9;0.1;0;1
1;2;1;1;1;28;true;27;41;3.2897;0.9;0.1;1;0.833333333333333
1;2;1;1;1;29;true;7;33;3.2897;0.9;0.2;1;1
1;2;1;1;1;30;true;8;37;2.1693;0.8;0.4;0.333333333333333;1
1;2;2;0;0;1;false;31;55;3.2897;0.9;0.1;1;1
1;2;2;0;0;2;false;13;52;1.806;0.9;0.3;0.8;1
1;2;2;0;0;3;false;7;51;2.9264;0.9;0.1;1;1
1;2;2;0;0;4;false;25;41;3.2897;0.9;0.1;1;1
1;2;2;0;0;5;false;30;58;2.9264;0.9;0.1;1;0.888888888888889
1;2;2;0;0;6;false;10;39;2.1693;0.9;0.3;1;1
1;2;2;0;0;7;false;32;57;3.2897;0.9;0.1;1;1
1;2;2;0;0;8;false;34;47;3.2897;0.9;0.1;1;1
1;2;2;0;0;9;false;32;54;3.2897;0.9;0.1;1;1
1;2;2;0;0;10;false;16;48;2.9264;0.9;0.1;1;0.888888888888889
1;2;2;0;0;11;false;37;59;1.806;0.7;0.1;1;0.666666666666667
1;2;2;0;0;12;false;37;62;3.2897;0.9;0.1;1;1
1;2;2;0;0;13;false;42;61;3.2897;0.9;0.1;1;1
1;2;2;0;0;14;false;44;55;2.4865;0.8;0.1;1;0.777777777777778
1;2;2;0;0;15;false;31;61;1.806;0.7;0.1;0.8;0.6
1;2;2;0;0;16;false;13;46;2.4865;0.8;0.1;0.8;0.8
1;2;2;0;0;17;false;22;45;0.5244;0.5;0.3;1;0.285714285714286
1;2;2;0;0;18;false;13;39;2.1232;0.8;0.1;0.8;0.8
1;2;2;0;0;19;false;27;47;3.2897;0.9;0.1;1;1
1;2;2;0;0;20;false;8;54;2.5631;0.9;0.1;1;0.888888888888889
1;2;2;0;0;21;false;11;40;2.1693;0.7;0.1;0.8;0.6
1;2;2;0;0;22;false;8;34;2.1693;0.7;0.1;1;0.666666666666667
1;2;2;0;0;23;false;9;35;1.806;0.9;0.1;1;0.8
1;2;2;0;0;24;false;32;53;2.5631;0.9;0.1;1;0.8
1;2;2;0;0;25;false;24;47;2.9264;0.7;0.1;0.75;0.666666666666667
1;2;2;0;0;26;false;11;45;2.1693;0.9;0.1;1;0.888888888888889
1;2;2;0;0;27;false;12;43;2.5631;0.9;0.1;0.833333333333333;1
1;2;2;0;0;28;false;27;41;2.5631;0.9;0.1;1;1
1;2;2;0;0;29;false;7;33;2.9264;0.9;0.4;1;1
1;2;2;0;0;30;false;8;37;1.8982;0.9;0.3;0.8;1
1;2;3;0;0;1;true;31;55;2.9264;0.8;0.15;0.833333333333333;0.785714285714286
1;2;3;0;0;2;true;13;52;1.8982;0.95;0.55;0.909090909090909;1
1;2;3;0;0;3;true;7;51;1.8982;0.95;0.25;1;0.928571428571429
1;2;3;0;0;4;true;25;41;3.2897;0.6;0.05;0.625;0.583333333333333
1;2;3;0;0;5;true;30;58;1.8982;0.95;0.6;1;1
1;2;3;0;0;6;true;10;39;1.5349;0.7;0.15;0.5;0.785714285714286
1;2;3;0;0;7;true;32;57;3.2897;0.75;0.05;1;0.583333333333333
1;2;3;0;0;8;true;34;47;2.4865;0.7;0.1;0.666666666666667;0.714285714285714
1;2;3;0;0;9;true;32;54;2.9264;0.9;0.05;1;0.857142857142857
1;2;3;0;0;10;true;16;48;1.5349;0.35;0.1;0;0.5
1;2;3;0;0;11;true;37;59;1.8982;0.85;0.35;0.666666666666667;0.928571428571429
1;2;3;0;0;12;true;37;62;2.1693;0.55;0.1;0.666666666666667;0.5
1;2;3;0;0;13;true;42;61;3.2897;0.8;0.05;0.833333333333333;0.785714285714286
1;2;3;0;0;14;true;44;55;1.806;0.95;0.05;0.833333333333333;1
1;2;3;0;0;15;true;31;61;2.4865;0.75;0.1;0.727272727272727;0.777777777777778
1;2;3;0;0;16;true;13;46;1.3915;0.8;0.2;0.75;0.833333333333333
1;2;3;0;0;17;true;22;45;1.366;0.85;0.5;1;0.8
1;2;3;0;0;18;true;13;39;2.1693;0.8;0.2;0.75;0.833333333333333
1;2;3;0;0;19;true;27;47;3.2897;0.85;0.4;0.833333333333333;0.857142857142857
1;2;3;0;0;20;true;8;54;2.9264;0.8;0.2;0.5;0.928571428571429
1;2;3;0;0;21;true;11;40;3.2897;0.5;0.1;0.5;0.5
1;2;3;0;0;22;true;8;34;2.4865;0.65;0.1;0.666666666666667;0.642857142857143
1;2;3;0;0;23;true;9;35;2.4865;0.7;0.1;0.625;0.75
1;2;3;0;0;24;true;32;53;3.2897;0.95;0.05;0.833333333333333;1
1;2;3;0;0;25;true;24;47;1.8982;0.35;0.15;0.5;0.25
1;2;3;0;0;26;true;11;45;2.4865;0.7;0.45;0.666666666666667;0.714285714285714
1;2;3;0;0;27;true;12;43;2.1232;0.95;0.15;0.888888888888889;1
1;2;3;0;0;28;true;27;41;3.2897;0.45;0.45;0.6;0.4
1;2;3;0;0;29;true;7;33;2.9264;0.7;0.2;0.833333333333333;0.642857142857143
1;2;3;0;0;30;true;8;37;1.806;0.95;0.05;0.833333333333333;1
1;2;4;1;0;1;true;31;55;3.2897;0.6;0.05;0.666666666666667;0.571428571428571
1;2;4;1;0;2;true;13;52;2.1693;0.95;0.45;1;0.928571428571429
1;2;4;1;0;3;true;7;51;3.2897;0.75;0.1;0.833333333333333;0.714285714285714
1;2;4;1;0;4;true;25;41;2.9264;0.85;0.05;1;0.75
1;2;4;1;0;5;true;30;58;3.2897;0.5;0.2;0.5;0.5
1;2;4;1;0;6;true;10;39;2.9264;0.9;0.2;0.833333333333333;0.928571428571429
1;2;4;1;0;7;true;32;57;3.2897;0.85;0.05;1;0.75
1;2;4;1;0;8;true;34;47;3.2897;0.9;0.1;0.833333333333333;0.928571428571429
1;2;4;1;0;9;true;32;54;3.2897;0.95;0.05;1;0.928571428571429
1;2;4;1;0;10;true;16;48;3.2897;0.75;0.05;1;0.642857142857143
1;2;4;1;0;11;true;37;59;2.9264;0.85;0.15;0.833333333333333;0.857142857142857
1;2;4;1;0;12;true;37;62;3.2897;0.8;0.05;1;0.555555555555556
1;2;4;1;0;13;true;42;61;3.2897;0.8;0.05;1;0.6
1;2;4;1;0;14;true;44;55;3.2897;0.85;0.05;1;0.785714285714286
1;2;4;1;0;15;true;31;61;2.9264;0.55;0.05;1;0.357142857142857
1;2;4;1;0;16;true;13;46;2.9264;0.5;0.1;0.75;0.333333333333333
1;2;4;1;0;17;true;22;45;1.0282;0.7;0.75;0.6;0.733333333333333
1;2;4;1;0;18;true;13;39;3.2897;0.8;0.1;0.875;0.75
1;2;4;1;0;19;true;27;47;3.2897;0.75;0.05;0.833333333333333;0.714285714285714
1;2;4;1;0;20;true;8;54;2.1232;0.25;0.1;0.166666666666667;0.285714285714286
1;2;4;1;0;21;true;11;40;2.9264;0.4;0.1;0.5;0.333333333333333
1;2;4;1;0;22;true;8;34;3.2897;0.55;0.15;0.666666666666667;0.5
1;2;4;1;0;23;true;9;35;2.9264;0.95;0.05;1;0.916666666666667
1;2;4;1;0;24;true;32;53;3.2897;0.5;0.05;0.636363636363636;0.333333333333333
1;2;4;1;0;25;true;24;47;3.2897;0.25;0.2;0.2;0.3
1;2;4;1;0;26;true;11;45;1.8982;0.75;0.25;0.5;0.857142857142857
1;2;4;1;0;27;true;12;43;2.4865;0.85;0.15;1;0.769230769230769
1;2;4;1;0;28;true;27;41;3.2897;0.3;0.15;0.5;0.25
1;2;4;1;0;29;true;7;33;2.4865;0.8;0.25;0.666666666666667;0.857142857142857
